,Call  Failure,Complains,Subscription  Length,Charge  Amount,Frequency of SMS,Distinct Called Numbers,Age Group,Tariff Plan,Status,Customer Value,Churn,Average of use
2577,18,0,38,0,62,48,4,1,2,235.825,1,0.8813888888888889
2578,9,0,38,0,28,19,3,1,2,154.24,1,0.9611111111111111
2579,10,0,38,3,28,23,4,1,1,135.35,0,1.0459349593495935
2580,12,0,35,4,42,39,5,1,1,180.045,0,1.1342182890855457
2581,9,0,38,0,37,21,4,1,2,131.4,1,1.1108695652173914
2582,9,0,38,4,32,19,5,1,1,66.945,0,1.0358333333333332
2583,34,0,33,6,28,97,2,2,1,901.53,0,1.1141732283464567
2584,15,0,36,6,299,50,3,2,1,1516.08,0,0.9936868686868686
2585,11,0,38,3,30,45,3,1,1,308.84,0,0.7862244897959183
2586,12,1,37,0,66,37,4,1,2,230.75,1,0.7138888888888889
2587,15,0,38,3,203,40,2,1,1,1082.43,0,0.8900966183574879
2588,13,0,29,4,221,28,3,2,1,974.88,0,0.7115384615384616
2589,13,0,28,3,58,85,5,1,1,124.92,0,0.7493939393939394
2590,20,0,29,0,38,24,3,1,2,217.84,0,0.6524390243902439
2591,9,0,28,0,49,20,4,1,2,166.4,0,1.108974358974359
2592,19,0,27,3,47,30,2,1,1,309.51,0,0.7395833333333334
2593,11,0,27,3,36,40,3,1,1,312.28,0,0.8939393939393939
2594,11,0,20,3,56,31,3,1,1,329.68,0,1.0317460317460319
2595,25,0,19,4,113,59,2,2,1,843.975,0,0.7747346072186837
2596,21,0,17,3,101,57,5,1,1,301.875,0,0.8768270944741533
2597,17,0,18,6,59,36,3,2,1,388.76,0,1.026775956284153
2598,11,0,11,4,243,27,3,2,1,1186.04,0,1.5758928571428572
2599,12,1,11,4,28,24,3,1,1,209.12,1,1.1395238095238096
2600,9,0,40,0,7,4,3,1,1,193.68,0,1.013681592039801
2601,5,0,41,0,7,2,3,1,2,40.44,0,0.8472222222222222
2602,11,0,39,0,345,11,3,1,1,1468.56,0,0.6422619047619048
2603,11,0,40,0,7,22,1,1,1,256.575,0,1.0491935483870967
2604,5,0,40,0,7,20,2,1,1,128.34,0,0.6475308641975309
2605,12,0,40,0,18,15,3,1,1,214.32,0,0.7435897435897436
2606,5,0,40,0,271,5,3,1,1,1168.0,0,0.9833333333333333
2607,14,0,39,1,130,30,3,1,1,877.48,0,1.2564102564102564
2608,8,0,40,0,7,31,3,1,1,573.72,0,1.3614141414141414
2609,8,0,40,0,7,12,3,1,1,199.96,0,0.8902953586497889
2610,7,0,40,1,7,17,3,1,1,256.56,0,1.02985347985348
2611,10,0,40,0,7,4,3,1,2,107.72,0,0.6476666666666666
2612,26,0,40,2,40,19,3,1,1,762.64,0,1.1195324283559578
2613,5,0,40,1,469,9,3,1,1,1988.92,0,2.0289855072463765
2614,10,0,39,0,136,17,2,1,1,1303.56,0,1.4222846441947565
2615,5,0,39,0,172,13,3,1,1,939.48,0,1.261178861788618
2616,5,0,39,0,7,2,2,1,2,58.05,0,0.9666666666666666
2617,5,0,40,0,7,2,3,1,2,45.0,0,0.6916666666666667
2619,5,0,39,0,370,30,3,1,1,1773.44,0,0.9773712737127371
2620,8,0,39,0,7,34,4,1,1,300.5,0,1.241111111111111
2621,9,0,39,0,94,24,2,1,1,715.23,0,1.5077464788732393
2622,24,0,35,0,7,4,3,1,2,56.12,1,0.2558139534883721
2623,22,0,38,7,7,29,5,1,1,163.935,0,1.898876404494382
2624,14,0,38,0,12,11,2,1,1,306.765,1,0.9792553191489362
2625,5,0,36,1,7,6,3,1,1,130.52,0,2.3564814814814814
2626,10,0,37,0,7,3,3,1,2,137.28,1,1.2139639639639639
2627,10,0,38,0,20,18,3,1,2,160.52,1,0.8220833333333333
2628,5,1,38,0,7,2,3,1,2,40.44,1,0.8472222222222222
2629,5,0,38,1,7,2,4,1,1,52.35,0,1.0896825396825396
2630,5,0,35,0,7,9,5,1,1,109.245,0,1.1630824372759858
2631,5,0,38,0,7,2,4,1,2,25.275,1,0.8472222222222222
2632,5,0,38,0,7,2,5,1,1,15.165,0,0.8472222222222222
2633,26,0,33,2,7,67,2,1,1,752.13,0,1.123931623931624
2634,7,0,36,2,257,20,3,2,1,1299.28,0,0.9925595238095238
2635,5,0,38,0,7,15,3,1,1,168.04,0,0.7314102564102564
2636,5,0,37,0,24,7,3,1,2,152.4,0,0.5708333333333333
2637,7,0,38,0,161,10,2,1,1,838.53,0,0.8452380952380952
2638,5,0,29,1,179,2,3,2,1,758.08,0,0.53125
2639,5,0,28,0,16,55,4,1,1,72.7,0,0.6061904761904762
2640,12,0,29,0,7,2,3,1,2,45.04,0,0.32142857142857145
2641,5,0,28,0,7,2,4,1,2,25.275,0,0.8472222222222222
2642,11,0,27,1,7,2,2,1,1,74.61,0,0.5535714285714286
2643,5,0,27,0,7,10,3,1,1,147.48,0,0.8567251461988304
2644,5,0,20,1,14,2,2,1,1,126.99,0,1.0606060606060606
2645,17,0,19,0,71,29,2,2,1,600.075,0,0.7418491484184915
2646,13,0,17,0,59,27,5,1,1,220.575,0,0.8620758483033932
2647,9,0,18,2,17,6,3,1,1,171.96,0,1.0398373983739837
2648,5,0,11,1,201,25,3,1,1,969.24,0,1.8958333333333333
2649,5,1,11,1,7,2,3,1,1,76.32,1,1.3255555555555556
2650,13,0,41,2,44,23,3,1,1,370.92,0,0.9618473895582329
2651,5,0,42,0,46,10,3,1,2,214.2,0,0.723529411764706
2652,15,0,40,2,398,30,3,1,1,1709.8,0,0.6650462962962963
2653,15,0,41,2,40,41,1,1,1,478.28,0,0.9867521367521368
2654,8,0,41,2,41,39,2,1,1,314.235,0,0.6697619047619048
2655,16,0,41,3,71,34,3,1,1,455.56,0,0.7437943262411348
2656,9,0,41,2,324,24,4,1,1,880.775,0,0.9084967320261438
2657,18,0,40,4,183,49,3,1,1,1118.72,0,1.194862155388471
2658,12,0,41,2,39,50,3,1,1,730.96,0,1.3069060773480663
2659,12,0,41,3,41,31,4,1,1,228.25,0,0.8657894736842106
2660,11,0,41,2,46,18,3,1,1,441.8,0,0.9872274143302181
2661,14,1,41,0,47,23,4,1,2,185.6,0,0.6712121212121211
2662,30,0,41,5,93,38,3,1,1,1003.88,0,1.0942334739803092
2663,9,0,41,3,522,14,4,1,1,1393.85,0,1.5021367521367521
2664,14,0,40,2,189,36,3,1,1,1399.96,0,1.3664089347079036
2665,8,0,40,3,225,32,4,1,1,737.95,0,1.1768707482993197
2666,5,0,40,0,39,17,3,1,2,208.84,0,0.8301282051282051
2667,7,0,41,0,52,14,3,1,2,254.24,0,0.7243589743589743
2668,5,0,40,0,39,6,3,1,2,173.28,1,0.5833333333333334
2669,8,0,40,2,423,49,3,1,1,2014.68,0,0.950599520383693
2670,12,0,40,3,50,53,4,1,1,426.275,0,1.1932730923694779
2671,13,0,40,3,147,43,3,1,1,877.0,0,1.367432950191571
2672,28,1,36,0,55,23,3,1,2,277.36,1,0.3884180790960452
2673,26,0,39,10,40,48,5,2,1,224.4,0,1.723015873015873
2674,18,0,39,3,65,30,3,1,1,513.92,0,0.9451515151515152
2675,6,0,37,2,39,20,4,1,1,179.85,0,1.5980392156862746
2676,14,0,38,0,48,22,3,1,2,330.52,1,1.0723270440251573
2677,14,1,39,0,73,37,4,1,2,251.1,1,0.7999999999999999
2678,5,0,39,0,39,8,3,1,2,178.68,1,0.6583333333333333
2679,6,0,39,2,39,12,4,1,1,150.625,0,0.9405405405405405
2680,8,0,36,3,53,28,5,1,1,189.21,0,1.1016819571865444
2681,5,0,39,0,48,10,4,1,2,146.675,1,0.919298245614035
2682,5,0,39,3,43,8,5,1,1,76.11,0,0.7895833333333333
2683,30,0,34,5,39,86,2,2,1,929.025,0,1.0996666666666668
2684,11,0,37,5,310,39,3,2,1,1540.52,0,0.9615885416666666
2685,7,0,39,2,41,34,3,1,1,333.28,0,0.7336879432624114
2686,8,0,38,0,77,26,4,1,2,246.025,0,0.6205357142857143
2687,11,0,39,2,214,29,3,1,1,986.6,0,0.8205128205128206
2688,9,0,30,3,232,17,3,2,1,999.32,0,0.6024305555555556
2689,9,0,29,2,69,74,5,1,1,134.085,0,0.6496732026143791
2690,16,0,30,0,49,13,3,1,2,242.28,0,0.5045045045045046
2691,5,0,29,0,60,9,4,1,2,181.675,0,0.9431818181818182
2692,15,0,28,2,58,19,2,1,1,337.005,0,0.6231060606060607
2693,7,0,28,2,47,29,4,1,1,210.45,0,0.8321917808219178
2694,7,0,21,2,67,20,3,1,1,354.12,0,0.9276315789473685
2695,21,0,20,3,124,48,2,2,1,871.47,0,0.7421568627450981
2696,17,0,18,2,112,46,5,1,1,311.04,0,0.8518214936247722
2697,13,0,19,5,70,25,4,1,1,258.25,0,0.9570175438596491
2698,7,0,12,3,254,16,3,1,1,1210.48,0,1.5416666666666667
2699,8,1,12,3,39,13,3,1,1,233.56,1,1.0258064516129033
2700,13,0,39,0,7,15,2,1,1,239.895,0,1.0704225352112675
2701,5,0,40,0,7,2,2,1,2,45.495,0,0.8472222222222222
2702,15,0,38,0,334,22,2,1,1,1624.635,0,0.7341666666666666
2703,15,0,39,0,7,33,1,1,1,283.47,0,1.1080808080808082
2704,8,0,39,0,7,31,1,1,1,183.755,0,0.7422413793103447
2705,16,0,39,1,7,26,3,1,1,189.88,0,0.8058943089430893
2706,9,0,39,0,260,16,3,1,1,1143.56,0,1.0897435897435896
2707,18,0,38,2,119,41,3,1,1,853.04,0,1.28168044077135
2708,12,0,39,0,7,42,3,1,1,593.28,0,1.3770216962524655
2709,12,0,39,1,7,23,3,1,1,219.52,0,0.9447791164658635
2710,11,0,39,0,7,10,2,1,1,310.635,0,1.071578947368421
2711,14,1,39,0,7,15,3,1,2,127.28,0,0.7493827160493828
2712,30,0,39,3,29,30,3,1,1,738.2,0,1.1355555555555557
2713,9,0,39,1,458,6,3,1,1,1964.48,0,2.0277777777777777
2714,14,0,38,0,125,28,2,1,1,1276.065,0,1.4354395604395604
2715,8,0,38,1,161,24,3,1,1,915.04,0,1.2965116279069768
2716,5,0,38,0,7,9,2,1,2,80.055,0,1.2678571428571428
2717,7,0,39,0,7,6,2,1,2,72.63,0,1.0714285714285714
2718,5,0,38,0,7,2,2,1,2,45.495,1,0.8472222222222222
2719,8,0,38,0,359,41,2,1,1,1967.625,0,1.010236220472441
2720,12,0,38,1,7,45,3,1,1,500.36,0,1.2613636363636365
2721,13,0,38,1,83,35,2,1,1,687.735,0,1.535111111111111
2722,28,1,34,0,7,15,2,1,2,85.14,1,0.4060283687943262
2723,26,0,37,8,7,40,4,1,1,285.45,0,1.9041218637992832
2724,18,0,37,1,7,22,2,1,1,306.27,1,1.0217687074829933
2725,6,0,35,0,7,12,3,1,1,150.08,0,2.2954545454545454
2726,14,0,36,0,7,14,3,1,2,156.84,1,1.2926829268292683
2727,14,0,37,0,9,29,3,1,2,136.08,1,0.9310606060606061
2728,5,1,37,0,7,2,3,1,2,40.44,1,0.8472222222222222
2729,6,0,37,0,7,4,3,1,1,103.32,0,1.2386666666666666
2730,8,0,34,1,7,20,4,1,1,194.3,0,1.1984536082474226
2731,5,0,37,0,7,2,4,1,2,38.125,1,1.9476190476190476
2732,5,0,37,1,7,2,5,1,1,15.165,0,0.8472222222222222
2733,30,0,32,3,7,78,2,1,1,774.135,0,1.1390056022408963
2734,11,0,35,3,246,31,2,2,1,1434.195,0,1.0280172413793103
2735,7,0,37,0,7,26,2,1,1,211.05,0,0.794308943089431
2736,8,0,36,0,13,18,3,1,2,127.96,0,0.7026515151515151
2737,11,0,37,0,150,21,2,1,1,811.035,0,0.9339622641509434
2738,9,0,28,1,168,9,2,2,1,825.345,0,0.6967592592592592
2739,9,0,27,0,7,66,4,1,1,62.425,0,0.7512820512820513
2740,16,0,28,0,7,5,2,1,2,72.675,0,0.5933333333333334
2741,5,0,27,0,7,2,4,1,2,43.125,0,1.6916666666666669
2742,15,0,26,0,7,11,2,1,1,96.615,0,0.7369791666666666
2743,7,0,26,0,7,21,3,1,1,167.04,0,0.9330601092896175
2744,7,0,19,0,7,12,2,1,1,117.495,0,1.2083333333333335
2745,21,0,18,1,60,40,1,2,1,699.82,0,0.7781323877068558
2746,17,0,16,0,48,38,4,1,1,352.35,0,0.8891812865497076
2747,13,0,17,3,7,17,3,1,1,151.52,0,1.127037037037037
2748,7,0,10,1,190,8,3,1,1,944.8,0,1.9083333333333332
2749,8,0,10,1,7,5,3,1,1,95.88,1,1.4719298245614034
2750,15,0,40,1,21,22,3,1,1,281.72,0,1.0395299145299144
2751,7,0,41,0,23,9,3,1,2,125.0,0,1.1291666666666667
2752,17,0,39,1,375,29,3,1,1,1620.6,0,0.7333333333333333
2753,17,0,40,1,17,40,1,1,1,355.63,0,1.0714611872146118
2754,10,0,40,1,18,38,2,1,1,213.885,0,0.7405128205128205
2755,18,0,40,2,48,33,3,1,1,366.36,0,0.7996254681647941
2756,11,0,40,1,301,23,3,1,1,1320.04,0,1.0344202898550725
2757,20,0,39,3,160,48,3,1,1,1029.52,0,1.2513020833333333
2758,14,0,40,1,16,49,3,1,1,641.76,0,1.3511363636363638
2759,14,0,40,2,18,30,3,1,1,276.0,0,0.9277777777777778
2760,13,0,40,1,23,17,3,1,1,352.6,0,1.047875816993464
2761,16,0,40,0,24,22,3,1,2,207.76,0,0.7467213114754098
2762,32,1,40,4,70,37,3,1,1,914.68,0,1.1232040229885056
2763,11,0,40,2,499,13,3,1,1,2140.96,0,1.7598039215686274
2764,16,0,39,1,166,35,2,1,1,1474.605,0,1.4091710758377425
2765,10,0,39,2,202,31,3,1,1,1091.52,0,1.253584229390681
2766,7,0,39,0,16,16,2,1,2,134.595,0,1.0873015873015872
2767,9,0,40,0,29,13,3,1,2,165.04,0,0.9563492063492063
2768,7,0,39,0,16,5,2,1,2,94.59,1,1.1785714285714286
2769,10,0,39,1,400,48,3,1,1,1925.48,0,0.9953980099502487
2770,14,0,39,2,27,52,4,1,1,370.525,0,1.2380952380952381
2771,15,0,39,2,124,42,2,1,1,886.275,0,1.4660569105691057
2772,30,1,35,0,32,22,3,1,2,188.16,1,0.4475308641975309
2773,28,0,38,9,17,47,5,1,1,190.95,0,1.8216666666666665
2774,20,0,38,2,42,29,2,1,1,477.81,0,1.002063492063492
2775,8,0,36,1,16,19,3,1,1,198.56,0,1.9166666666666667
2776,16,1,37,0,25,21,3,1,2,241.32,1,1.2100694444444444
2777,16,1,38,0,50,36,4,1,2,195.35,1,0.9029411764705881
2778,7,0,38,0,16,7,3,1,2,89.48,1,1.162962962962963
2779,8,0,38,1,16,11,4,1,1,94.875,0,1.1265625
2780,10,0,35,2,30,27,5,1,1,155.76,0,1.1666666666666665
2781,7,0,38,0,25,9,4,1,2,90.925,1,1.3369047619047618
2782,7,0,38,2,20,7,5,1,1,42.66,0,1.262121212121212
2783,32,0,33,4,16,85,2,2,1,828.675,0,1.1272108843537416
2784,13,0,36,4,287,38,3,2,1,1451.32,0,1.010840108401084
2785,9,0,38,1,18,33,3,1,1,244.08,0,0.7889513108614232
2786,10,0,37,0,54,25,3,1,2,304.44,0,0.7058823529411765
2787,13,0,38,1,191,28,2,1,1,1009.575,0,0.9097222222222222
2788,11,0,29,2,209,16,3,2,1,910.12,0,0.7015503875968992
2789,11,0,28,1,46,73,5,1,1,100.635,0,0.7474637681159421
2790,18,0,29,0,26,12,3,1,2,153.08,0,0.6223958333333334
2791,7,0,28,0,37,8,4,1,2,125.925,0,1.2941176470588236
2792,17,0,27,1,35,18,2,1,1,236.655,0,0.7350427350427351
2793,9,0,27,1,24,28,3,1,1,247.52,0,0.9117647058823529
2794,9,0,20,1,44,19,3,1,1,264.92,0,1.106060606060606
2795,23,0,19,2,101,47,2,2,1,771.075,0,0.775563063063063
2796,19,0,17,1,89,45,5,1,1,277.575,0,0.8826779026217229
2797,15,0,18,4,47,24,3,1,1,323.96,0,1.0727564102564102
2798,9,0,11,2,231,15,3,1,1,1121.28,0,1.7322695035460993
2799,10,1,11,2,16,12,3,1,1,144.32,1,1.2705128205128204
2800,11,0,40,1,3,16,3,1,1,194.44,0,0.9835526315789473
2801,3,0,41,0,5,3,3,1,2,37.72,0,0.7216666666666667
2802,13,0,39,1,357,23,3,1,1,1533.32,0,0.6584615384615384
2803,13,0,40,1,0,34,1,1,1,241.12,0,1.0124413145539908
2804,6,0,40,1,0,32,2,1,1,115.695,0,0.6634920634920635
2805,14,0,40,2,30,27,3,1,1,279.08,0,0.7452107279693486
2806,7,0,40,1,283,17,3,1,1,1232.76,0,0.9375
2807,16,0,39,3,142,42,3,1,1,942.24,0,1.220899470899471
2808,10,0,40,1,0,43,3,1,1,562.48,0,1.3302681992337164
2809,10,0,40,2,0,24,3,1,1,188.72,0,0.8768939393939394
2810,9,0,40,1,5,11,3,1,1,265.32,0,1.0055
2811,12,1,40,0,6,16,3,1,2,120.48,0,0.6646892655367233
2812,28,0,40,4,52,31,3,1,1,827.4,0,1.1054347826086957
2813,7,0,40,2,481,7,3,1,1,2053.68,0,1.671875
2814,12,0,39,1,148,29,2,1,1,1376.415,0,1.3903743315508021
2815,6,0,39,2,184,25,3,1,1,1004.24,0,1.2115384615384615
2816,3,0,39,0,0,10,2,1,2,45.405,0,0.868421052631579
2817,5,0,40,0,11,7,3,1,2,77.76,0,0.7236842105263158
2818,0,0,39,0,0,0,2,1,2,0.0,1,0.0
2819,6,0,39,1,382,42,3,1,1,1838.2,0,0.9625
2820,10,0,39,2,9,46,4,1,1,315.975,0,1.2138364779874213
2821,11,0,39,2,106,36,2,1,1,788.085,0,1.4235416666666667
2822,26,1,35,0,14,16,3,1,2,100.88,1,0.34294871794871795
2823,24,0,38,9,0,41,5,1,1,159.72,0,1.79421768707483
2824,16,0,38,2,24,23,2,1,1,379.62,0,0.960032362459547
2825,4,0,36,1,0,13,3,1,1,119.28,0,1.8240740740740742
2826,12,0,37,0,7,15,3,1,2,154.04,1,1.125
2827,12,0,38,0,32,30,4,1,2,140.8,1,0.8105442176870749
2828,3,0,38,0,0,1,3,1,2,10.2,1,0.5904761904761905
2829,4,0,38,1,0,5,4,1,1,45.325,0,0.9905555555555555
2830,6,0,35,2,12,21,5,1,1,123.03,0,1.1274509803921569
2831,3,0,38,0,7,3,4,1,2,36.375,1,1.0319444444444443
2832,3,0,38,2,2,1,5,1,1,9.93,0,0.8388888888888889
2833,28,0,33,4,0,79,2,2,1,739.485,0,1.1104252400548695
2834,9,0,36,4,269,32,3,2,1,1364.04,0,0.9752066115702479
2835,5,0,38,1,0,27,3,1,1,156.8,0,0.7342911877394636
2836,6,0,37,0,36,19,3,1,2,217.16,0,0.6054421768707483
2837,9,0,38,1,173,22,2,1,1,911.385,0,0.8318965517241379
2838,7,0,29,2,191,10,3,2,1,822.84,0,0.5813008130081301
2839,7,0,28,1,28,67,5,1,1,67.905,0,0.6375000000000001
2840,14,0,29,0,8,6,3,1,2,65.8,0,0.4527777777777778
2841,3,0,28,0,19,2,4,1,2,71.375,0,1.0444444444444445
2842,13,0,27,1,17,12,2,1,1,138.465,0,0.6036036036036035
2843,5,0,27,1,6,22,3,1,1,160.24,0,0.8434343434343434
2844,5,0,20,1,26,13,3,1,1,177.64,0,0.9731182795698925
2845,19,0,19,2,83,41,2,2,1,672.885,0,0.7428082191780823
2846,15,0,17,1,71,39,5,1,1,244.845,0,0.8567234848484848
2847,11,0,18,4,29,18,3,1,1,236.68,0,0.9890000000000001
2848,5,0,11,2,213,9,3,1,1,1034.0,0,1.6685185185185185
2849,6,1,11,2,0,6,3,1,1,65.04,1,1.1125
2850,11,0,35,0,4,18,2,1,1,231.57,0,1.097417840375587
2851,3,0,36,0,6,5,2,1,2,55.26,0,2.0766666666666667
2852,13,0,34,0,358,25,2,1,1,1737.81,0,0.7661111111111112
2853,13,0,35,0,0,36,1,1,1,251.295,0,1.137121212121212
2854,6,0,35,0,1,34,1,1,1,157.08,0,0.7752873563218391
2855,14,0,35,1,31,29,3,1,1,290.48,0,0.8292682926829268
2856,7,0,35,0,284,19,3,1,1,1244.16,0,1.1388888888888888
2857,16,0,34,2,143,44,3,1,1,953.64,0,1.2975206611570247
2858,10,0,35,0,0,45,3,1,1,569.88,0,1.3883629191321498
2859,10,0,35,1,1,26,3,1,1,200.12,0,0.967871485943775
2860,9,0,35,0,6,13,2,1,1,311.31,0,1.0917543859649124
2861,12,0,35,0,7,18,3,1,2,131.88,0,0.7848765432098765
2862,28,0,35,3,53,33,3,1,1,838.8,0,1.1440740740740742
2863,7,0,35,1,482,9,3,1,1,2065.08,0,2.0987654320987654
2864,12,0,34,0,149,31,2,1,1,1389.24,0,1.4459706959706962
2865,6,0,34,1,185,27,3,1,1,1015.64,0,1.3187984496124032
2866,3,0,34,0,0,12,2,1,2,53.73,0,1.4047619047619049
2867,5,0,35,0,12,9,2,1,2,100.305,0,1.2083333333333335
2869,6,0,34,0,383,44,2,1,1,2080.8,0,1.0253280839895014
2870,10,0,34,1,10,48,3,1,1,516.96,0,1.2738095238095237
2871,11,0,34,1,107,38,2,1,1,800.91,0,1.5606666666666666
2872,26,1,30,0,15,18,2,1,2,126.315,1,0.44680851063829785
2873,24,0,33,8,0,43,4,1,1,270.825,0,1.924731182795699
2874,16,0,33,1,25,25,2,1,1,392.445,1,1.0413265306122448
2875,4,0,31,0,0,15,3,1,1,126.68,0,2.3825757575757573
2876,12,1,32,0,8,17,3,1,2,165.44,1,1.339430894308943
2877,12,0,33,0,33,32,3,1,2,236.68,1,0.9746212121212121
2878,3,0,33,0,0,3,3,1,2,17.6,1,3.65
2879,4,0,33,0,0,7,3,1,1,79.92,0,1.3153333333333332
2880,6,0,30,1,13,23,4,1,1,212.175,0,1.218213058419244
2881,3,0,33,0,8,5,4,1,2,43.5,1,2.2214285714285715
2882,3,0,33,1,3,3,5,1,1,14.205,0,2.6791666666666667
2883,28,0,28,3,0,81,2,1,1,747.81,0,1.1470588235294117
2884,9,0,31,3,270,34,2,2,1,1547.37,0,1.0445402298850575
2885,5,0,33,0,1,29,2,1,1,189.225,0,0.8176829268292682
2886,6,0,32,0,37,21,3,1,2,228.56,0,0.7462121212121212
2887,9,0,33,0,174,24,2,1,1,924.21,0,0.970125786163522
2888,7,0,24,1,192,12,2,2,1,938.52,0,0.75
2889,7,0,23,0,29,69,4,1,1,120.3,0,0.8004273504273504
2890,14,0,24,0,9,8,2,1,2,86.85,0,0.67
2891,3,0,23,0,20,4,4,1,2,78.5,0,1.8833333333333333
2892,13,0,22,0,18,14,2,1,1,151.29,0,0.796875
2893,5,0,22,0,7,24,3,1,1,171.64,0,0.96448087431694
2894,5,0,15,0,27,15,2,1,1,212.67,0,1.2820512820512822
2895,19,0,14,1,84,43,1,2,1,838.09,0,0.7916075650118203
2896,15,0,12,0,72,41,4,1,1,415.2,0,0.9002923976608187
2897,11,0,13,3,30,20,3,1,1,248.08,0,1.1692592592592592
2898,5,0,6,1,214,11,3,1,1,1045.4,0,1.95625
2899,6,0,6,1,0,8,3,1,1,72.44,1,1.5719298245614035
2900,15,0,45,2,20,20,3,1,1,270.32,0,0.9387550200803213
2901,7,0,46,0,22,7,3,1,2,113.6,0,0.6107843137254901
2902,17,0,44,2,374,27,3,1,1,1609.2,0,0.638425925925926
2903,17,0,45,2,16,38,1,1,1,339.955,0,0.9621794871794871
2904,10,0,45,2,17,36,2,1,1,201.06,0,0.6423809523809524
2905,18,0,45,3,47,31,3,1,1,354.96,0,0.723404255319149
2906,11,0,45,2,300,21,4,1,1,817.9,0,0.8709150326797385
2907,20,0,44,4,159,46,3,1,1,1018.12,0,1.1804511278195489
2908,14,0,45,2,15,47,3,1,1,630.36,0,1.296316758747698
2909,14,0,45,3,17,28,4,1,1,165.375,0,0.8456140350877193
2910,13,0,45,2,22,15,3,1,1,341.2,0,0.9693146417445483
2911,16,0,45,0,23,20,4,1,2,122.725,0,0.6421717171717172
2912,32,0,45,5,69,35,3,2,1,903.28,0,1.0861462728551337
2913,11,0,45,3,498,11,4,1,1,1330.975,0,1.452991452991453
2914,16,0,44,2,165,33,3,1,1,1299.36,0,1.3565292096219932
2915,10,0,44,3,201,29,4,1,1,675.075,0,1.157312925170068
2916,7,0,44,0,15,14,3,1,2,108.24,0,0.7564102564102565
2917,9,0,45,0,28,11,3,1,2,153.64,0,0.6506410256410257
2918,7,0,44,0,15,3,3,1,2,72.68,1,0.4236111111111111
2919,10,0,44,2,399,46,3,1,1,1914.08,0,0.936810551558753
2920,14,0,44,3,26,50,4,1,1,363.4,0,1.1817269076305221
2921,15,0,44,3,123,40,3,1,1,776.4,0,1.3454022988505747
2922,30,1,40,0,31,20,3,1,2,176.76,1,0.3559322033898305
2923,28,0,43,10,16,45,5,2,1,186.675,0,1.7047619047619047
2924,20,0,43,3,41,27,3,1,1,413.32,0,0.9277272727272727
2925,8,0,41,2,15,17,4,1,1,116.975,0,1.5416666666666665
2926,16,1,42,0,24,19,3,1,2,229.92,1,1.0361635220125787
2927,16,1,43,0,49,34,4,1,2,188.225,1,0.7657738095238095
2928,7,0,43,0,15,5,3,1,2,78.08,1,0.5214285714285715
2929,8,0,43,2,15,9,4,1,1,87.75,0,0.8887387387387388
2930,10,0,40,3,29,25,5,1,1,151.485,0,1.0840978593272173
2931,7,0,43,0,24,7,4,1,2,83.8,1,0.8184210526315789
2932,7,0,43,3,19,5,5,1,1,38.385,0,0.6697916666666667
2933,32,0,38,5,15,83,2,2,1,815.85,0,1.092
2934,13,0,41,5,286,36,3,2,1,1439.92,0,0.9466145833333334
2935,9,0,43,2,17,31,3,1,1,232.68,0,0.7132978723404255
2936,10,0,42,0,53,23,4,1,2,183.15,0,0.5863095238095238
2937,13,0,43,2,190,26,3,1,1,886.0,0,0.791025641025641
2938,11,0,34,3,208,14,3,2,1,898.72,0,0.5625
2939,11,0,33,2,45,71,5,1,1,96.36,0,0.6120915032679738
2940,18,0,34,0,25,10,3,1,2,141.68,0,0.4527027027027027
2941,7,0,33,0,36,6,4,1,2,118.8,0,0.856060606060606
2942,17,0,32,2,34,16,2,1,1,223.83,0,0.5795454545454546
2943,9,0,32,2,23,26,4,1,1,147.575,0,0.8059360730593608
2944,9,0,25,2,43,17,3,1,1,253.52,0,0.8771929824561404
2945,23,0,24,3,100,45,2,2,1,758.25,0,0.7295206971677559
2946,19,0,22,2,88,43,5,1,1,273.3,0,0.8412568306010928
2947,15,0,23,5,46,22,4,1,1,195.35,0,0.9230994152046784
2948,9,0,16,3,230,13,3,1,1,1109.88,0,1.5048076923076923
2949,10,0,16,3,15,10,3,1,1,132.92,1,0.9634408602150538
2950,19,0,41,2,37,19,3,1,1,366.92,0,1.0198863636363635
2951,11,0,42,0,22,6,3,1,2,142.2,0,1.0098484848484848
2952,21,0,40,2,374,26,3,1,1,1637.8,0,0.7506493506493506
2953,21,0,41,2,16,37,1,1,1,379.28,0,1.0467871485943776
2954,14,0,41,2,17,35,2,1,1,233.235,0,0.7573333333333333
2955,22,0,41,3,47,30,3,1,1,383.56,0,0.8063973063973063
2956,15,0,41,2,300,20,4,1,1,835.775,0,1.0044642857142858
2957,24,0,40,4,159,45,3,1,1,1046.72,0,1.2234299516908214
2958,18,0,41,2,15,46,3,1,1,658.96,0,1.325089605734767
2959,18,0,41,3,17,27,4,1,1,183.25,0,0.9216666666666667
2960,17,0,41,2,22,14,3,1,1,369.8,0,1.0316964285714285
2961,20,0,41,0,23,19,4,1,2,140.6,0,0.7636150234741784
2962,36,0,41,5,69,34,3,2,1,931.88,0,1.112603305785124
2963,15,0,41,3,498,10,4,1,1,1348.85,0,1.5568181818181819
2964,20,0,40,2,165,32,2,1,1,1493.955,0,1.3819095477386936
2965,14,0,40,3,201,28,3,1,1,1108.72,0,1.2160194174757282
2966,11,0,40,0,15,13,2,1,2,153.945,0,1.0161290322580645
